                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                 1.4191,                0.70013,                 1.0451,                0.84066,                0.57427,                0.65211,                0.35692,                 1.3641,                0.59274,                  1.061,               0.007162,               0.007162,               0.007162
                     88,                 1.4139,                0.69368,                 1.0404,                0.84062,                 0.5745,                0.65229,                0.35698,                 1.3642,                0.59274,                 1.0611,               0.007129,               0.007129,               0.007129
                     89,                 1.4041,                0.69225,                 1.0428,                0.84126,                0.57447,                0.65249,                0.35724,                  1.364,                0.59247,                 1.0612,               0.007096,               0.007096,               0.007096
                     90,                 1.4135,                 0.6948,                 1.0399,                0.84202,                0.57409,                0.65239,                0.35742,                  1.364,                0.59252,                 1.0612,               0.007063,               0.007063,               0.007063
                     91,                 1.4066,                0.69147,                 1.0441,                0.84041,                0.57508,                 0.6528,                 0.3573,                 1.3641,                0.59257,                 1.0613,                0.00703,                0.00703,                0.00703
                     92,                  1.402,                0.68705,                 1.0392,                0.84236,                0.57452,                0.65312,                0.35734,                 1.3641,                0.59232,                 1.0614,               0.006997,               0.006997,               0.006997
                     93,                 1.4055,                0.69049,                 1.0405,                0.84077,                0.57508,                0.65273,                0.35734,                 1.3641,                0.59229,                 1.0614,               0.006964,               0.006964,               0.006964
                     94,                 1.4135,                0.69469,                  1.044,                 0.8406,                0.57535,                0.65297,                0.35759,                  1.364,                0.59213,                 1.0615,               0.006931,               0.006931,               0.006931
                     95,                 1.4039,                0.69137,                 1.0436,                 0.8407,                 0.5754,                0.65303,                0.35749,                 1.3638,                0.59202,                 1.0615,               0.006898,               0.006898,               0.006898
                     96,                 1.4109,                 0.6906,                 1.0398,                0.83878,                0.57588,                0.65288,                 0.3576,                 1.3636,                0.59184,                 1.0614,               0.006865,               0.006865,               0.006865
                     97,                 1.4093,                0.69422,                 1.0388,                0.83835,                0.57615,                0.65315,                0.35796,                 1.3635,                0.59156,                 1.0614,               0.006832,               0.006832,               0.006832
                     98,                 1.4059,                0.69027,                 1.0382,                0.83899,                0.57611,                0.65344,                0.35797,                 1.3635,                0.59154,                 1.0614,               0.006799,               0.006799,               0.006799
                     99,                 1.4011,                0.68427,                 1.0371,                0.83867,                0.57689,                0.65348,                0.35801,                 1.3636,                0.59147,                 1.0613,               0.006766,               0.006766,               0.006766
                    100,                 1.4006,                0.69032,                 1.0386,                0.83843,                0.57681,                0.65346,                0.35802,                 1.3636,                0.59141,                 1.0613,               0.006733,               0.006733,               0.006733
                    101,                 1.4105,                0.69168,                  1.038,                0.83814,                0.57721,                0.65367,                0.35817,                 1.3633,                0.59125,                 1.0613,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.4028,                0.68474,                 1.0383,                0.83916,                0.57676,                0.65374,                0.35818,                 1.3632,                0.59104,                 1.0613,               0.006667,               0.006667,               0.006667
                    103,                 1.3957,                0.68379,                 1.0388,                 0.8397,                0.57699,                  0.654,                0.35838,                 1.3632,                0.59093,                 1.0614,               0.006634,               0.006634,               0.006634
                    104,                 1.4066,                0.68832,                 1.0371,                0.83973,                0.57669,                0.65391,                0.35856,                  1.363,                0.59071,                 1.0613,               0.006601,               0.006601,               0.006601
                    105,                 1.4008,                0.68606,                 1.0318,                0.84019,                0.57656,                0.65414,                0.35848,                  1.363,                0.59067,                 1.0612,               0.006568,               0.006568,               0.006568
                    106,                 1.3957,                0.68192,                 1.0367,                0.84044,                0.57631,                0.65412,                0.35864,                 1.3627,                0.59051,                 1.0611,               0.006535,               0.006535,               0.006535
                    107,                 1.3966,                0.67993,                 1.0314,                0.84027,                 0.5762,                0.65404,                0.35861,                 1.3627,                0.59031,                 1.0611,               0.006502,               0.006502,               0.006502
                    108,                 1.4017,                0.68531,                 1.0366,                0.84074,                0.57629,                0.65413,                0.35857,                 1.3627,                0.59029,                 1.0609,               0.006469,               0.006469,               0.006469
                    109,                 1.3953,                0.68373,                 1.0292,                0.84079,                0.57661,                0.65425,                0.35868,                 1.3628,                0.59015,                 1.0608,               0.006436,               0.006436,               0.006436
                    110,                  1.407,                0.68472,                 1.0358,                0.84105,                0.57656,                 0.6541,                0.35875,                 1.3627,                 0.5902,                 1.0606,               0.006403,               0.006403,               0.006403
                    111,                 1.3941,                0.68111,                 1.0343,                0.84103,                0.57659,                0.65419,                0.35879,                 1.3626,                0.58992,                 1.0607,                0.00637,                0.00637,                0.00637
                    112,                 1.4021,                0.68387,                 1.0354,                 0.8411,                0.57651,                0.65433,                0.35882,                 1.3625,                0.59006,                 1.0607,               0.006337,               0.006337,               0.006337
                    113,                 1.3961,                0.67982,                 1.0286,                0.84133,                0.57636,                0.65442,                0.35867,                 1.3625,                0.58995,                 1.0607,               0.006304,               0.006304,               0.006304
                    114,                 1.3986,                0.68279,                 1.0289,                0.84043,                0.57688,                0.65466,                0.35877,                 1.3622,                0.58996,                 1.0605,               0.006271,               0.006271,               0.006271
                    115,                 1.4014,                0.68429,                  1.028,                0.84063,                0.57712,                0.65462,                0.35869,                 1.3623,                0.58991,                 1.0605,               0.006238,               0.006238,               0.006238
                    116,                 1.3933,                0.68198,                 1.0336,                0.84055,                0.57688,                0.65468,                0.35883,                 1.3621,                0.58966,                 1.0602,               0.006205,               0.006205,               0.006205
                    117,                 1.3907,                0.67974,                 1.0333,                0.84045,                0.57671,                0.65461,                0.35877,                 1.3621,                0.58959,                 1.0602,               0.006172,               0.006172,               0.006172
                    118,                 1.3932,                0.68098,                 1.0343,                0.84053,                0.57712,                0.65494,                0.35881,                 1.3622,                0.58945,                 1.0603,               0.006139,               0.006139,               0.006139
                    119,                 1.3983,                0.68227,                 1.0362,                0.83977,                0.57734,                0.65498,                0.35884,                 1.3621,                0.58932,                 1.0604,               0.006106,               0.006106,               0.006106
                    120,                 1.3965,                0.67936,                 1.0359,                 0.8398,                0.57734,                0.65508,                0.35894,                 1.3622,                0.58935,                 1.0605,               0.006073,               0.006073,               0.006073
                    121,                 1.3912,                0.67843,                 1.0293,                0.83946,                 0.5779,                0.65509,                0.35901,                 1.3621,                0.58922,                 1.0604,                0.00604,                0.00604,                0.00604
                    122,                  1.398,                0.68062,                 1.0375,                0.84043,                0.57724,                  0.655,                0.35891,                 1.3623,                0.58915,                 1.0604,               0.006007,               0.006007,               0.006007
                    123,                 1.3839,                0.67399,                 1.0325,                0.84202,                0.57695,                0.65518,                0.35896,                 1.3623,                0.58905,                 1.0604,               0.005974,               0.005974,               0.005974
                    124,                 1.3949,                0.67536,                 1.0281,                0.84115,                0.57744,                0.65538,                0.35906,                 1.3624,                0.58897,                 1.0604,               0.005941,               0.005941,               0.005941
                    125,                 1.4011,                0.68461,                   1.03,                0.84166,                0.57762,                0.65562,                 0.3592,                 1.3623,                0.58881,                 1.0604,               0.005908,               0.005908,               0.005908
                    126,                 1.3854,                0.67258,                 1.0318,                0.84255,                0.57702,                0.65548,                0.35931,                 1.3625,                0.58859,                 1.0604,               0.005875,               0.005875,               0.005875
                    127,                 1.3936,                0.67754,                 1.0306,                0.84137,                0.57765,                0.65592,                0.35937,                 1.3622,                0.58831,                 1.0603,               0.005842,               0.005842,               0.005842
                    128,                 1.3806,                0.66893,                  1.031,                0.84149,                 0.5776,                0.65609,                0.35941,                 1.3619,                0.58817,                 1.0601,               0.005809,               0.005809,               0.005809
                    129,                 1.3921,                0.67637,                 1.0289,                0.84146,                 0.5772,                0.65577,                0.35949,                  1.362,                0.58811,                 1.0601,               0.005776,               0.005776,               0.005776
                    130,                 1.3802,                0.67065,                 1.0329,                0.84204,                0.57709,                0.65596,                0.35952,                 1.3619,                0.58805,                 1.0601,               0.005743,               0.005743,               0.005743
                    131,                 1.3837,                0.67252,                 1.0298,                0.84232,                0.57728,                0.65621,                 0.3597,                 1.3616,                0.58803,                 1.0601,                0.00571,                0.00571,                0.00571
                    132,                 1.3903,                0.67419,                 1.0291,                0.84211,                 0.5776,                0.65637,                0.35984,                 1.3616,                0.58793,                 1.0601,               0.005677,               0.005677,               0.005677
                    133,                 1.3842,                0.66997,                 1.0299,                0.84105,                0.57785,                0.65617,                0.35976,                 1.3616,                0.58768,                 1.0601,               0.005644,               0.005644,               0.005644
                    134,                 1.3812,                0.67013,                  1.029,                0.84282,                0.57744,                0.65634,                0.35983,                 1.3615,                0.58768,                 1.0601,               0.005611,               0.005611,               0.005611
                    135,                  1.385,                0.67003,                 1.0241,                0.84312,                0.57699,                0.65627,                0.35998,                 1.3614,                0.58741,                 1.0599,               0.005578,               0.005578,               0.005578
                    136,                 1.3795,                0.66984,                 1.0291,                0.84104,                0.57787,                0.65633,                0.35996,                 1.3615,                0.58727,                 1.0599,               0.005545,               0.005545,               0.005545
                    137,                 1.3797,                0.66908,                 1.0285,                0.84164,                 0.5778,                0.65655,                0.36001,                 1.3615,                 0.5871,                 1.0599,               0.005512,               0.005512,               0.005512
                    138,                 1.3781,                0.66889,                 1.0265,                0.84165,                  0.578,                0.65655,                0.36004,                 1.3614,                0.58701,                 1.0599,               0.005479,               0.005479,               0.005479
                    139,                 1.3758,                 0.6654,                 1.0277,                0.84223,                0.57752,                 0.6566,                0.36015,                 1.3612,                0.58689,                 1.0598,               0.005446,               0.005446,               0.005446
                    140,                 1.3825,                0.66994,                 1.0247,                 0.8419,                 0.5779,                0.65692,                 0.3602,                 1.3611,                0.58672,                 1.0597,               0.005413,               0.005413,               0.005413
                    141,                 1.3703,                0.66389,                 1.0238,                0.84089,                0.57838,                0.65713,                0.36026,                 1.3611,                0.58662,                 1.0597,                0.00538,                0.00538,                0.00538
                    142,                 1.3839,                0.66807,                 1.0284,                0.84144,                0.57818,                0.65725,                0.36041,                 1.3612,                 0.5865,                 1.0599,               0.005347,               0.005347,               0.005347
                    143,                 1.3767,                0.66307,                 1.0262,                0.84203,                 0.5779,                0.65748,                0.36055,                 1.3611,                0.58632,                 1.0599,               0.005314,               0.005314,               0.005314
                    144,                  1.371,                0.66413,                 1.0259,                0.84116,                  0.578,                0.65736,                0.36052,                 1.3611,                0.58609,                   1.06,               0.005281,               0.005281,               0.005281
